Disease_cn,Level2_dep,Descript,Disease_ab,Alias,Treatment,Head_dep,Id,Symptom
呼吸道合胞病毒肺炎,呼吸内科,　　呼吸道合胞病毒肺炎（respiratory syncytial virus pneumonia）简称合胞病毒肺炎，是一种小儿常见的间质性肺炎，多发生于婴幼儿。由于母传抗体不能预防感染的发生，出生不久的小婴儿即可发病，但新生儿较少见。国外偶有院内感染导致产科医院新生儿病房爆发流行的报道。,hxdhbbdfy, 合胞病毒肺炎,http://jbk.39.net/hxdhbbdfy/yyzl,内科,http://jbk.39.net/hxdhbbdfy/jbzs,"寒战,呼吸困难,高热,鼻塞,咳嗽,鼻翼扇动"
结节性硬化,呼吸内科,　　结节性硬化(tuberous sclerosis，epiloia 或Bournerille′sdisease)是以面部皮脂腺瘤(面痣)、癫痫发作和智能减退为三大临床特征的一类疾病，大多呈常染色体显性遗传。多在10岁前起病，神经胶质增生性硬化结节多发生于大脑皮层、基底节、脑室壁。此外，脑、心、眼、肺、肾、皮肤等可有各种异常。,jjxyh, Bourneville病,http://jbk.39.net/jjxyh/yyzl,内科,http://jbk.39.net/jjxyh/jbzs,"丘疹,视网膜出血"
急性间质性肺炎,呼吸内科,"　　肺间质主要包括结缔组织、血管和淋巴管。由于结缔组织的密度稀疏，所以在其间存在有一定的间隙或腔隙。肺实质周围的间质间隙-又称间质腔：是指肺泡壁内的存在于肺泡上皮细胞基底膜和毛细血管内皮细胞基底膜之间的结缔组织腔隙,也正是人们通常所说的间质性肺病的发生部位。在正常情况下，间质由少量的间质巨噬细胞、成纤维细胞、肌纤维细胞，以及肺基质、胶原、大分子物质、非胶原蛋白等组成。当肺间质发生病变时，上述成分的数量和性质都会发生改变mdash;mdash;炎症细胞的激活和参与、组织结构的破坏、成纤维细胞的增殖、胶原纤维的沉积和修复等共同构成了间质性肺病的组织病理学特性。需要指出的是：炎症的浸润和纤维的修复绝不仅限于间质，在肺泡、肺泡管、呼吸性和终末性细支气管气道内也可见到。",jxjzxfy, 肺热症,http://jbk.39.net/jxjzxfy/yyzl,内科,http://jbk.39.net/jxjzxfy/jbzs,
痰湿阻肺,呼吸内科,　　痰湿阻肺证，是指痰湿阻滞肺系所表现的证候。多由脾气亏虚，或久咳伤肺，或感受寒湿等病邪引起。,tszf,"
                                        ",http://jbk.39.net/tszf/yyzl,内科,http://jbk.39.net/tszf/jbzs,
淋巴管肌瘤,呼吸内科,"　　淋巴管肌瘤病(LAM)是一种比较罕见的呼吸系统疾病,以育龄期女性为主。在遗传性疾病结节性硬化症的成年女性患者中，淋巴管肌瘤病的发生率高达30%-40%。LAM主要累及肺脏,严重影响患者肺功能，由于改变发病率低，临床少见，目前尚缺乏有效的治疗方法。",lbgjl, 肺淋巴管肌瘤,http://jbk.39.net/lbgjl/yyzl,内科,http://jbk.39.net/lbgjl/jbzs,
急性呼吸衰竭,呼吸内科,　　急性呼吸衰竭是指患者原呼吸功能正常，由于某种突发原因，例如气道阻塞、溺水、药物中毒、中枢神经肌肉疾患抑制呼吸，机体往往来不及代偿，如不及时诊断及尽早采取有效控制措施，常可危及生命。但此型呼吸衰竭患者原呼吸功能常大多良好，若及时有效抢救，预后往往优于慢性呼吸衰竭。但是在临床也可常见到原呼吸功能较差的患者，由于某种突发原因，常见呼吸道感染引起气道阻塞可致PaCO2急剧上升、PaO2急剧下降，临床上习惯将此型呼吸衰竭归于慢性呼吸衰竭急性加剧。,jxhxsj," 急性呼衰,呼衰",http://jbk.39.net/jxhxsj/yyzl,内科,http://jbk.39.net/jxhxsj/jbzs,"无名指指甲凹陷,心脏功能突然失代偿,上肺纤维化明显"
锰中毒,呼吸内科,　　锰中毒是机体摄入过多的锰引起的中毒反应。急性锰中毒(manganese poisoning)可因口服高锰酸钾或吸入高浓度氧化锰烟雾而引起，急性腐蚀性胃肠炎或刺激性支气管炎、肺炎等是其主要临床表现。慢性锰中毒主要见于长期吸入锰的烟尘的工人，临床表现以锥体外系神经系统症状为主且有神经行为功能障碍和精神失常。接触锰机会较多者有锰矿开采和冶炼，锰焊条制造，焊接和风割锰合金以及制造和应用二氧化锰、高锰酸盐和其他锰化合物的产业工人。,mzd,"
                        ",http://jbk.39.net/mzd/yyzl,内科,http://jbk.39.net/mzd/jbzs,"无力,肚子疼,寒战,头痛,心悸,恶心,口腔幻触,头晕,高热"
肺咳,呼吸内科,　　肺咳指咳时喘息有声，甚至咳出血的症候。本病常分为暴咳和久咳。,fk,"
                                        ",http://jbk.39.net/fk/yyzl,内科,http://jbk.39.net/fk/jbzs,
Q热肺炎,呼吸内科,　　寇热是由贝纳立克次体(R.burnetii，又称伯氏立克次体、寇热立克次体)引起的急性传染病。1935年在澳大利亚首次发现，由于认为是一种原因不明的疾病(query为疑问之意)，故名寇热。临床表现主要为突然发热、头痛及全身酸痛，呼吸道感染是主要传播途径。易引起肺部病变(寇热肺炎，Q-fever pneumonia)。一般在病程中无皮疹、外斐反应呈阴性，因而有别于其他立克次体病。,qrfy, 寇热肺炎,http://jbk.39.net/qrfy/yyzl,内科,http://jbk.39.net/qrfy/jbzs,
心源性哮喘,呼吸内科,　　Ridley综合征(心源性哮喘综合征)：本征系指由于各种原因引起的左心衰，临床以阵发性夜间呼吸困难为突出表现的一组综合病征。,xyxxc," 里德利综合征,心病性气喘,心病性哮喘,心型哮喘,心源性哮喘综合征,阵发性夜间呼吸困难综合征",http://jbk.39.net/xyxxc/yyzl,内科,http://jbk.39.net/xyxxc/jbzs,
呼吸性酸中毒,呼吸内科,　　呼吸性酸中毒指原发性PaCO2升高而导致pH值下降。临床上本病可以单独存在，也可与其他酸碱平衡障碍同时存在。根据发病的快慢可又分为急性呼吸酸中毒以及慢性呼吸酸中毒两大类。,hxxszd,"
                        ",http://jbk.39.net/hxxszd/yyzl,内科,http://jbk.39.net/hxxszd/jbzs,"呼吸衰竭,气短,颅内压增高,昏迷,抽搐,水肿"
风寒犯肺,呼吸内科,　　风寒犯肺证指风寒侵袭，肺卫失宣，以咳嗽、咯稀白痰、恶风寒等为主要表现的证候。,fhff,"
                                        ",http://jbk.39.net/fhff/yyzl,内科,http://jbk.39.net/fhff/jbzs,
流感嗜血杆菌感染,呼吸内科,　　流感杆菌(Hemophilus influenzae)是人类上呼吸道的正常菌群，以往一直被误认为是流行性感冒的病原菌，但实际致病范围极广，除引起呼吸道病变外，尚可引起脑膜炎、败血症、结膜炎、女性生殖道感染、蜂窝织炎等。不仅是婴幼儿感染的常见致病菌，亦是成人感染的病原菌之一。疫苗可预防由流感嗜血杆菌引起的小儿脑膜炎、败血症、脊髓炎、中耳炎、心包炎等严重疾病。最适宜5岁以下小儿。,lgsxgjgr,"
                                ",http://jbk.39.net/lgsxgjgr/yyzl,内科,http://jbk.39.net/lgsxgjgr/jbzs,"痉挛性咳嗽,咽痛,发烧"
过度通气综合征,呼吸内科,　　过度通气综合征(hyperventilation syndrome)是由于通气过度超过生理代谢需要而引起的一组症候群。本征所指的是没有器质性病变的任何原因，而发作时有呼吸运动加快，产生动脉血二氧化碳分压降低(低于5kPa)，呼吸性碱中毒，并有交感神经系统兴奋，临床上表现各种各样症状。所有症状都可以用过度通气和呼吸性碱中毒来解释，症状的发生与呼吸控制系统异常、自主呼吸调节丧失了稳定性(很可能是脑干以上的高位神经结构，如下丘脑)有关。过度通气综合征的概念包括以下3个含义：①有躯体症状;②有可以导致过度通气的呼吸调节异常;③躯体症状与呼吸调节异常之间存在因果联系，也就是说躯体症状是由呼吸调节异常引起的。,gdtqzhz," 过度换气综合征,过度通气综合症,换气过度综合征",http://jbk.39.net/gdtqzhz/yyzl,内科,http://jbk.39.net/gdtqzhz/jbzs,
Hughes-Stovin综合征,呼吸内科,　　Hughes-Stovin综合征(Hughes-Stovinrsquo;s syndrome)又称肺动脉栓塞综合征，系指在肺动脉瘤的基础上，尚有周围静脉血栓形成、肺栓塞和支气管动脉变性等病变同时存在。,hughesstovinzhz," 肺动脉栓塞综合征,休-斯二氏综合征",http://jbk.39.net/hughesstovinzhz/yyzl,内科,http://jbk.39.net/hughesstovinzhz/jbzs,
气管、支气管狭窄,呼吸内科,　　应用机械呼吸疗法可改善呼吸功能，临床疗效良好，治疗的病例日益增多。随着机械呼吸疗法的推广应用，气管切开及插管术后产生的并发症例如气管狭窄亦逐渐多见。,qgzqgxz,"
                        ",http://jbk.39.net/qgzqgxz/yyzl,内科,http://jbk.39.net/qgzqgxz/jbzs,"气喘,气急,呼吸音低,咳泡沫黏液痰,干啰音,湿啰音,支气管狭窄,啰音,喘息"
肺炎性假瘤,呼吸内科,　　肺炎性假瘤是肺内良性肿块，是由肺内慢性炎症产生的肉芽肿、机化、纤维结缔组织增生及相关的继发病变形成的肿块，并非真正肿瘤。肺炎性假瘤较常见。,fyxjl,"
                                        ",http://jbk.39.net/fyxjl/yyzl,内科,http://jbk.39.net/fyxjl/jbzs,"低烧,胸痛,咳痰,咳嗽"
肺真菌病,呼吸内科,　　肺深部真菌感染往往由于吸入各真菌孢子的尘土，其发病率由于广谱抗生素、抗代谢细胞毒性药物、免疫抑制剂，以及激素的经常应用，有明显增加。放线菌及念珠菌存在于正常人口腔及上呼吸道内，如口腔卫生差，机体抵抗力低，能侵入肺部引起感染。,fzjb, 肺霉菌病,http://jbk.39.net/fzjb/yyzl,内科,http://jbk.39.net/fzjb/jbzs,"咳嗽,胸痛,脓肿"
A链球菌群感染,呼吸内科,　　A链球菌群(group A streptococci)又称化脓性链球菌(streptococcus pyogenes)，A链球菌群呈乙型溶血反应，故过去称其为乙型溶血性链球菌(β-hemolytic streptococcus)，是人类细菌感染中最重要的病原之一。引起的感染主要有急性咽炎、急性扁桃体炎，也可致肺部感染、猩红热、皮肤软组织感染，并可致全身性感染。该菌也是变态反应性疾病风湿热和急性肾小球肾炎的间接原因。近年来由A组链球菌所引起的严重感染，侵袭性A链球菌群(invasive group A streptococcus infections)的发病率的增长，也引起了人们对该类细菌感染更大的关注。,alqjqgr," 化脓性链球菌感染,酿脓链球菌感染",http://jbk.39.net/alqjqgr/yyzl,内科,http://jbk.39.net/alqjqgr/jbzs,"发烧,咽痛,头痛"
风热犯肺,呼吸内科,　　风热犯肺证，是指风热侵犯肺系，肺卫受病所表现的证候。,frff,"
                                        ",http://jbk.39.net/frff/yyzl,内科,http://jbk.39.net/frff/jbzs,
小儿急性喉气管支气管炎,呼吸内科,　　急性喉气管支气管炎(acute laryngotracheobronchitis)是指由病毒或细菌感染所致的喉、气管、支气管急性弥漫性炎症。以喉部及声带下水肿、气管支气管渗出物稠厚成痂以及中毒症状为特征。多见于5岁以下婴幼儿，以2岁左右幼儿的发病率最高。男性发病率较女性高。该病常发生于寒冷季节。常在病毒感染的基础上继发细菌感染。起病急，病情严重，若不及时治疗，会造成严重恶果。,xejxhqgzqgy,"
                        ",http://jbk.39.net/xejxhqgzqgy/yyzl,内科,http://jbk.39.net/xejxhqgzqgy/jbzs,"犬吠样咳嗽,哮鸣音,声音嘶哑,呼吸困难"
茎突综合征,呼吸内科,　　茎突综合征是因茎突过长或其方位、形态异常刺激邻近血管神经而引起的咽部异物感、咽痛或反射性耳痛、头颈部痛和涎腺增多等症状的总称。常见于成年人。,jtzhz, 茎突过长，Eagle综合征，茎突神经痛,http://jbk.39.net/jtzhz/yyzl,内科,http://jbk.39.net/jtzhz/jbzs,"头痛,耳痛,咽部异物感,咽痛,流涎,失眠,耳鸣,神经痛,衰弱"
小儿喘息样支气管炎,呼吸内科,　　小儿哮喘性支气管炎也称喘息性支气管炎(asthmatoid bronchitis)是婴幼儿时期(3岁以下)发生的一种特殊类型的发作性支气管炎，泛指一组过敏性的有喘息表现的急性支气管感染。是指一组有哮喘表现的婴幼儿下呼吸道感染而言，是一临床综合征，泛指一组有喘息表现的婴幼儿急性支气管感染。肺实质很少受累，其中部分病儿可发展为支气管哮喘。由于乳幼儿气管、支气管比较狭小，易因感染或其他刺激而加重。另外，患儿有过敏体质因素，在上呼吸道感染后，引起小支气管痉挛或肿胀，而产生喘鸣。因此，有人认为本病患儿有一部分是婴儿期支气管哮喘(以下简称哮喘)或轻型哮喘。,xecxyzqgy,"
                        ",http://jbk.39.net/xecxyzqgy/yyzl,内科,http://jbk.39.net/xecxyzqgy/jbzs,"气急,喘息,咳嗽伴哮鸣音,高热"
老年人肺结核,呼吸内科,　　无论国外还是国内，老年结核病近年来均有增加趋势。由于临床表现和胸部X线改变往往不典型，故误诊率较高，抗结核治疗的效果也常不如年轻人满意。,lnrfjh,"
                                ",http://jbk.39.net/lnrfjh/yyzl,内科,http://jbk.39.net/lnrfjh/jbzs,
Pancoast综合征,呼吸内科,　　Pancoast综合征(Pancoast syndrome)又称肺尖肿瘤综合征，是指因肺尖部的肿瘤浸润、压迫而引起的上肢顽固性疼痛和同侧Horner综合征的一组病征，本征首先由Pancoast(1924)提出。,pancoastzhz," 肺尖肿瘤综合征,潘科斯特氏综合征,潘科斯特综合征",http://jbk.39.net/pancoastzhz/yyzl,内科,http://jbk.39.net/pancoastzhz/jbzs,
链球菌性咽炎,呼吸内科,　　链球菌性咽炎是一种常见病，多发生于冬、春季节，可散发或流行，具有一定的传染性。少年儿童易患病，而1周岁以内及50岁以上者很少发病。此病不仅咽部有急性炎症表现，且对整个机体和其他器官也有不同程度的影响。,lqjxyy,"
                                ",http://jbk.39.net/lqjxyy/yyzl,内科,http://jbk.39.net/lqjxyy/jbzs,"呼吸困难,无力,扁桃体充血,食欲不振,咽痛,头痛,增殖体肥大"
阴沟肠杆菌感染,呼吸内科,　　阴沟肠杆菌(Enterobacter cloacae)广泛存在于自然界中，在人和动物的粪便、水、泥土、植物中均可检出，是肠道正常菌种之一，但可作为条件致病菌。随着头孢菌素的广泛使用，阴沟肠杆菌已成为医院感染越来越重要的病原菌，其引起的细菌感染性疾病，常累及多个器官系统，包括皮肤软组织感染、泌尿道感染、呼吸道感染、菌血症、败血症、眼球炎等。由于阴沟肠杆菌能产生超广谱β-内酰胺酶(extended-spectrum β-lactamases，ESBLs)和Amp C酶引起严重的耐药性，给临床治疗带来了新的挑战。,ygcgjgr, 阴沟气杆菌感染,http://jbk.39.net/ygcgjgr/yyzl,内科,http://jbk.39.net/ygcgjgr/jbzs,"发烧,寒战"
